head,relation,tail
双翼理论,instance_of,理论
薄翼理论,instance_of,理论
升力线理论,instance_of,理论
双翼气动等效原则,instance_of,原则
双翼气动设计准则,instance_of,准则
单-双折叠翼变体飞行器,instance_of,飞行器
RQ-4A,instance_of,飞行器
全球鹰,instance_of,飞行器
变体过程,instance_of,概念
折叠变体,instance_of,概念
展开变体,instance_of,概念
等效攻角变化,instance_of,概念
副翼线性区,instance_of,概念
副翼非线性区,instance_of,概念
气动力增量中心,instance_of,概念
碳纤维复合材料,instance_of,材料
玻璃纤维复合材料,instance_of,材料
木材,instance_of,材料
3D打印树脂,instance_of,材料
结构钢,instance_of,材料
铝合金,instance_of,材料
记忆合金,instance_of,材料
碳纤维管,instance_of,结构部件
空心碳管,instance_of,结构部件
金属转轴,instance_of,结构部件
金属底座,instance_of,结构部件
碳纤维板,instance_of,结构部件
碳纤维桁架,instance_of,结构部件
翼台,instance_of,结构部件
挂钩,instance_of,结构部件
锥形孔,instance_of,结构部件
锥形滑块,instance_of,结构部件
舵机,instance_of,结构部件
微型舵机,instance_of,结构部件
电推杆,instance_of,结构部件
空速管,instance_of,结构部件
角度传感器,instance_of,结构部件
六轴加速度传感器,instance_of,结构部件
摄像头,instance_of,结构部件
GPS,instance_of,结构部件
蒙皮,instance_of,结构部件
翼梁,instance_of,结构部件
长桁,instance_of,结构部件
纵墙,instance_of,结构部件
主梁,instance_of,结构部件
主油箱,instance_of,结构部件
副油箱,instance_of,结构部件
机翼油箱,instance_of,结构部件
机身油箱,instance_of,结构部件
油箱,instance_of,结构部件
垂尾,instance_of,结构部件
平尾,instance_of,结构部件
V型尾翼,instance_of,结构部件
方向舵,instance_of,结构部件
升降舵,instance_of,结构部件
起落架,instance_of,结构部件
后起落架,instance_of,结构部件
双翼布局,has_part,上翼
双翼布局,has_part,下翼
双翼布局,has_part,连杆
早期双翼机,has_part,张线
早期双翼机,has_part,支柱
上下机翼,组成,桁架式结构
升力曲线,has_part,升力线斜率
升力曲线,has_part,零升攻角
升力曲线,has_part,最大升力系数
升力曲线,has_part,失速攻角
二维双翼,has_part,上翼
二维双翼,has_part,下翼
三维双翼,has_part,上翼
三维双翼,has_part,下翼
双翼气动理论,has_part,升力计算方法
双翼气动理论,has_part,诱导阻力计算方法
单翼构型,has_part,大展弦比单翼布局
双翼构型,has_part,双翼式布局
双翼构型,has_part,桁架结构
机翼,has_part,U型槽
机翼,has_part,主梁
机翼,has_part,柔性蒙皮
梁式机翼,has_part,翼梁
梁式机翼,has_part,翼肋
梁式机翼,has_part,蒙皮
梁式机翼,has_part,纵墙
梁式机翼,has_part,长桁
油箱,has_part,机翼油箱
油箱,has_part,机身油箱
活动机翼,has_part,内侧端面
活动机翼,has_part,外侧端面
活动机翼,has_part,副翼
固定机翼,has_part,副翼
固定机翼,has_part,铰链
机身,has_part,碳纤维桁架
CFD模型,has_part,背景网格
CFD模型,has_part,嵌套网格
背景网格,has_part,机身
背景网格,has_part,固定机翼
背景网格,has_part,对称面
嵌套网格,has_part,活动机翼
张线,located_at,上下机翼间
支柱,located_at,上下机翼间
上机翼,located_at,下机翼前方
上机翼,located_at,下机翼正上方
上机翼,located_at,下机翼后方
上机翼,located_at,下机翼斜前方
上机翼,located_at,下机翼斜后方
上机翼下表面,has,高压区
下机翼上表面,has,低压区
低压区,located_at,活动机翼上表面前缘
高压区,located_at,上机翼下表面
连杆与活动机翼连接点,located_at,45%弦长
气动中心,located_at,25%弦长
气动力增量中心,located_at,45%弦长
参考点,located_at,45%弦长
展向升力中心,located_at,46%机翼展长
展向升力中心变体后,located_at,50%机翼展长
主油箱,located_at,机身
后起落架,located_at,机身
复合材料,located_at,U型槽
重心,located_at,铰链
连杆,located_at,两根主梁之间
翼台,located_at,机身顶部
挂钩,located_at,翼台两端
锥形孔,located_at,活动机翼内侧下表面
上机翼在前,causes,上机翼实际攻角增加
上机翼在前,causes,下机翼实际攻角降低
上机翼在前,causes,双翼整体弯度增加
上机翼在前,causes,零升攻角提前
下机翼在前,causes,下机翼实际攻角增加
下机翼在前,causes,上机翼实际攻角降低
下机翼在前,causes,双翼整体弯度降低
下机翼在前,causes,零升攻角滞后
上下机翼相互干扰,causes,升力线斜率损失
上下机翼相互干扰,causes,最大升力系数损失
上下机翼距离过近,causes,失速提前
上下机翼距离过近,causes,流动分离
后失速机翼,causes,流动分离区
后失速机翼,leads_to,失速提前
翼尖涡,leads_to,诱导阻力
展向流动,generates,诱导阻力
攻角变化,generates,俯仰力矩变化
副翼偏转,generates,俯仰力矩
副翼偏转,generates,额外气动力
副翼偏转,generates,额外俯仰力矩
副翼偏转,generates,阻力
活动机翼运动,generates,非定常气动力
非定常气动力,originates_from,等效攻角变化
副翼偏转角度增大,causes,失速
副翼偏转角度增大,causes,阻力增加
副翼偏转角度增大,causes,非线性舵效
支柱,causes,额外阻力
铝合金材料问世,causes,双翼机被单翼机取代
变体过程,causes,升力下降
变体过程,causes,阻力上升
单翼变双翼,causes,展弦比降低
单翼变双翼,causes,诱导阻力增加
单翼变双翼,causes,升力损失
变体过程中,产生,非定常效应
上机翼运动,造成,等效攻角变化
机翼断开,产生,翼尖涡
翼尖涡,影响,飞行控制
连杆,generates,端板效应
端板效应,reduces,翼尖涡
机身,leads_to,连杆变形
连杆变形,affects,攻角
攻角变化,affects,升力
升力变化,affects,飞行控制
上下机翼间距,increases,奥斯瓦尔德因子
上下机翼间距,increases,升力线斜率
上下机翼间距,reduces,升力系数损失
上下机翼间距,increases,最大升力系数
梢根比,affects,奥斯瓦尔德因子
梢根比,affects,展向升力分布
展弦比,reduces,诱导阻力
展弦比,increases,升力
展弦比,reduces,气动效率
展弦比,affects,机翼结构重量
上机翼上反,improves,最大升力系数
上机翼上反,reduces,阻力
上机翼上反,increases,上下翼平均间距
上机翼弦长扩大,affects,双翼气动性能
上机翼弦长缩小,affects,双翼气动性能
上机翼弯度变化,affects,双翼气动性能
连杆,reduces,升力
连杆,increases,阻力
连杆,causes,流动分离
端板效应,reduces,翼尖涡
端板效应,reduces,诱导阻力
双翼气动干扰,reduces,气动效率
张线和支柱,reduces,气动效率
高强度铝合金,enables,单翼机取代双翼机
副翼线性区,improves,飞行控制
副翼非线性区,reduces,飞行控制
副翼偏转,generates,额外俯仰力矩
副翼差动,generates,扭转力矩
变体过程中升力变化,affects,飞行控制
变体非定常效应,affects,气动稳定性
活动机翼运动,affects,有效攻角
有效攻角变化,affects,升力
有效攻角变化,affects,阻力
翼尖负担转角,reduces,翼尖升力系数
翼尖负担转角,prevents,翼尖失速
菱形结构,improves,机翼受力
连接翼布局,reduces,结构重量
支撑翼布局,reduces,机翼负载
双翼布局,increases,结构强度
双翼布局,reduces,翼展
双翼布局,reduces,转动惯量
双翼构型,improves,抗风能力
双翼构型,improves,机动性能
双翼构型,reduces,起降翼展
单翼构型,reduces,诱导阻力
单翼构型,improves,巡航升阻比
单翼构型,improves,航程
双翼升力线斜率损失,has_value,20%
双翼最大升力系数损失,has_value,15%
双翼奥斯瓦尔德因子,has_value,0.6
公转角度_单翼状态,has_value,0度
公转角度_双翼状态,has_value,157度
公转角度_最高点,has_value,90度
内侧副翼上偏角度,has_value,15度
外侧副翼上偏角度,has_value,5度
最大副翼偏转角,has_value,20度
副翼面积占比,has_value,20%
副翼面积占比_最小,has_value,15%
副翼面积占比_最大,has_value,25%
弦长标准,has_value,1m
上翼弦长扩大,has_value,1.4m
上翼弦长缩小,has_value,0.7m
固定机翼展长,has_value,5m
活动机翼展长,has_value,5m
单翼全机展长,has_value,20m
上下翼间距推荐,has_value,1倍弦长
上下翼间距范围,has_value,0.25到3倍弦长
前后间距范围,has_value,-3到3倍弦长
公转速度,has_value,10度每秒
公转总时间,has_value,15.7秒
CFD时间步长,has_value,0.005秒
每步迭代次数,has_value,20次
初始定常计算步数,has_value,2000步
来流马赫数_4.2节,has_value,0.4
来流马赫数_4.3节,has_value,0.2
雷诺数_4.2节,has_value,300万
雷诺数_4.3节,has_value,400万
来流攻角_小攻角,has_value,2度
来流攻角_大攻角,has_value,6度
变体飞行高度,has_value,3000m
变体飞行速度,has_value,400km/h
机身和固定机翼重量,has_value,10000kg
每个活动机翼重量,has_value,800kg
副翼偏转产生阻力,has_value,900N
不对称阻力产生扭转力矩,has_value,1150N·m
副翼偏转产生俯仰力矩,has_value,3200N·m
单翼状态升力,has_value,100%
双翼状态升力损失,has_value,20%
巡航速度,has_value,15m/s
起飞速度,has_value,10-12m/s
原理验证机翼展,has_value,6m
原理验证机重量,has_value,15kg
电机功率,has_value,1.3kw
连杆长度,has_value,0.8m
连杆重量,has_value,120kg
连杆最大弯矩,has_value,7000N·m
连杆最大扭矩,has_value,3200N·m
铰链重量,has_value,600克
副翼,used_for,控制活动机翼公转
副翼,used_for,控制活动机翼自转
副翼,used_for,卸载活动机翼升力
副翼差动,used_for,控制活动机翼自转
副翼上偏,used_for,降低升力
副翼下偏,used_for,增加升力
内副翼,used_for,起降时增加升力
内副翼,used_for,滚转控制
固定机翼副翼,used_for,滚转控制
固定机翼副翼,used_for,升力补偿
副翼偏转线性区,used_for,稳定控制
双翼构型,used_for,起飞
双翼构型,used_for,复杂气象条件飞行
单翼构型,used_for,巡航
双翼构型,used_for,舰载起降
气动力驱动,used_for,变体
连杆,used_for,传递力和力矩
铰链,used_for,连接活动机翼和连杆
U型槽,used_for,增强抗扭性能
柔性蒙皮,used_for,气动整流
双翼气动分析,uses_method,计算流体动力学
双翼气动分析,uses_method,升力线理论
双翼气动分析,uses_method,双翼理论
二维双翼计算,uses_method,二维重叠网格
三维双翼计算,uses_method,三维重叠网格
CFD计算,uses_method,RANS方法
RANS方法,uses_method,SST湍流模型
非定常计算,uses_method,URANS方法
非定常计算,uses_method,SST湍流模型
变体过程模拟,uses_method,嵌套网格
变体过程模拟,uses_method,URANS方法
网格生成,uses_method,结构化六面体网格
变体控制,uses_method,副翼偏转
升力卸载,uses_method,副翼上偏
升力补偿,uses_method,固定机翼副翼下偏
机身控制,uses_method,解耦控制
变体过程控制,uses_method,双输入双输出控制系统
飞行动力学建模,uses_method,拉格朗日方法
多自由度系统建模,uses_method,拟坐标
机翼结构设计,uses_method,多梁式结构
机翼补强,uses_method,U型槽
活动机翼固定,uses_method,电推杆驱动锥形滑块
活动机翼锁定,uses_method,挂钩和锥形孔
数据采集,uses_method,GPS
数据采集,uses_method,空速管
普朗特,develops,双翼气动理论
芒克,develops,双翼气动理论
Laitone,applied_to,串列双翼布局
普朗特双翼理论,applied_to,串列双翼布局
陈海昕课题组,develops,单-双折叠翼变体飞行器
单-双折叠翼变体,solves,大展弦比飞机起降与巡航性能的矛盾
气动力驱动,solves,变体机构重量代价大问题
变体技术,develops,气动力驱动
双翼气动理论,based_on,薄翼理论
双翼气动理论,based_on,升力线理论
双翼气动等效原则,develops,双翼气动设计
清华大学,develops,单-双折叠翼变体
NASA,develops,连接翼布局
通用原子,develops,前线机场无人机
洛克希德马丁,develops,Z字形折叠翼
NextGenAeronautics,develops,滑动蒙皮
上机翼在前,is_a,位置关系
上机翼在后,is_a,位置关系
上机翼正上方,is_a,位置关系
上机翼斜前方,is_a,位置关系
上机翼斜后方,is_a,位置关系
平均前后间距,defined_as,前后间距除以平均弦长
平均上下间距,defined_as,上下间距除以平均弦长
双翼展弦比,defined_as,翼展平方除以两倍总面积
双翼展弦比,defined_as,总面积除以两倍平均弦长平方
参考弦长,defined_as,上下机翼总弦长
参考面积,defined_as,上下机翼总面积
上机翼弦长大于下机翼,equivalent_to,等弦长双翼
上机翼弦长小于下机翼,equivalent_to,等弦长双翼
上机翼弯度大于下机翼,equivalent_to,等弯度双翼
上机翼弯度小于下机翼,equivalent_to,等弯度双翼
上机翼带一定上反角,equivalent_to,增大平均间距的无上反双翼
翼展比略大于1,equivalent_to,翼展比等于1的双翼
翼展比略小于1,equivalent_to,翼展比等于1的双翼
