head,relation,tail
10%,co_occurs_with,最大起飞重量
10%,co_occurs_with,机构
10%,co_occurs_with,空间侵占
10%,co_occurs_with,航程
10%,co_occurs_with,飞机
100%,co_occurs_with,20%
100%,co_occurs_with,原理验证机
100%,co_occurs_with,变形量
100%,co_occurs_with,机身顶部翼台
100%,co_occurs_with,桁架
100%,co_occurs_with,测试
100%,co_occurs_with,起落架
10000kg,co_occurs_with,800kg
10000kg,co_occurs_with,活动机翼
10000kg,co_occurs_with,重量
10000米,co_occurs_with,亚声速
10000米,co_occurs_with,作用
10000米,co_occurs_with,平流层
10000米,co_occurs_with,飞行速度
100m/s,co_occurs_with,变体过程
100m/s,co_occurs_with,飞机
10吨,co_occurs_with,70吨
10吨,co_occurs_with,全球鹰
10吨,co_occurs_with,无人机
10吨,co_occurs_with,翼展
10度,co_occurs_with,15.7秒
10度,co_occurs_with,公转
10度,co_occurs_with,公转角度
10度,co_occurs_with,升力
10度,co_occurs_with,卸载
10度,co_occurs_with,固定机翼
10度,co_occurs_with,时间
10度,co_occurs_with,活动机翼
10自由度动力学模型,co_occurs_with,两侧
10自由度动力学模型,co_occurs_with,动力学模型
10自由度动力学模型,co_occurs_with,动力学特性
10自由度动力学模型,co_occurs_with,变体
10自由度动力学模型,co_occurs_with,折叠翼
10自由度动力学模型,co_occurs_with,控制
10自由度动力学模型,co_occurs_with,自由度
10自由度动力学模型,co_occurs_with,飞机飞行
1150N·m,co_occurs_with,3200N·m
1150N·m,co_occurs_with,45%
1150N·m,co_occurs_with,俯仰力矩
1150N·m,co_occurs_with,副翼偏转
1150N·m,co_occurs_with,弦长
1150N·m,co_occurs_with,连杆
1150N·m,co_occurs_with,铰链位置
12%,co_occurs_with,机翼弦长
120kg,co_occurs_with,0.072m
120kg,co_occurs_with,1%
120kg,co_occurs_with,125m
120kg,co_occurs_with,250m
120kg,co_occurs_with,全球鹰
120kg,co_occurs_with,圆杆
120kg,co_occurs_with,弯矩
120kg,co_occurs_with,最大起飞重量
120kg,co_occurs_with,连杆
125m,co_occurs_with,抗弯
125m,co_occurs_with,连杆
12m/s,co_occurs_with,100%
12m/s,co_occurs_with,原理验证机
12m/s,co_occurs_with,续航时间
12m/s,co_occurs_with,飞机
12吨,co_occurs_with,RQ-4A
12吨,co_occurs_with,大展弦
12吨,co_occurs_with,无人机
12吨,co_occurs_with,计算
14%,co_occurs_with,厚度
14%,co_occurs_with,翼型
14-15%,co_occurs_with,位置
14-15%,co_occurs_with,机翼
14-15%,co_occurs_with,机翼弦长
14-15%,co_occurs_with,翼型厚度
15%,co_occurs_with,20%
15%,co_occurs_with,25%
15%,co_occurs_with,副翼弦长
15%,co_occurs_with,最大升力系数
15-20%,co_occurs_with,变体
15-20%,co_occurs_with,活动机翼副翼
15-20%,co_occurs_with,需求
15-20%,co_occurs_with,面积
15.7秒,co_occurs_with,157度
15.7秒,co_occurs_with,公转角度
157度,co_occurs_with,双翼构型
157度,co_occurs_with,飞机
15kg,co_occurs_with,25kg
15kg,co_occurs_with,最大起飞重量
15kg,co_occurs_with,电池
15m/s,co_occurs_with,10-12m/s
15m/s,co_occurs_with,抗风性能
15m/s,co_occurs_with,起飞速度
15公斤,co_occurs_with,600公斤
15公斤,co_occurs_with,原理验证机
15公斤,co_occurs_with,变体
15公斤,co_occurs_with,折叠翼
15度,co_occurs_with,5度
15度,co_occurs_with,CFD计算
15度,co_occurs_with,偏转
15度,co_occurs_with,公转
15度,co_occurs_with,公转角度
15度,co_occurs_with,副翼上偏
15度,co_occurs_with,副翼偏转
15度,co_occurs_with,外侧
15度,co_occurs_with,定常计算
15度,co_occurs_with,控制
15度,co_occurs_with,活动机翼
15度,co_occurs_with,非定
15秒,co_occurs_with,5秒
15秒,co_occurs_with,机翼
16%,co_occurs_with,57%
16%,co_occurs_with,厚度
16%,co_occurs_with,机翼
18米,co_occurs_with,20秒
18米,co_occurs_with,80米
18米,co_occurs_with,变体
18米,co_occurs_with,飞行高度
19000m,co_occurs_with,20000km
19000m,co_occurs_with,巡航升阻比
19000m,co_occurs_with,航程
1964年首飞,co_occurs_with,F-111
1964年首飞,co_occurs_with,XB-70
1964年首飞,co_occurs_with,三角翼
1964年首飞,co_occurs_with,设计
1975年,co_occurs_with,双翼
1975年,co_occurs_with,双翼机
1975年,co_occurs_with,性能
1975年,co_occurs_with,研究结果
1977年,co_occurs_with,Prosnak
1977年,co_occurs_with,使用
1977年,co_occurs_with,势流理论
1977年,co_occurs_with,双翼布局
1980年,co_occurs_with,Laitone
1980年,co_occurs_with,双翼布局
1980年,co_occurs_with,双翼理论
1980年,co_occurs_with,普朗特
1m,co_occurs_with,0.12m
1m,co_occurs_with,0.3m
1m,co_occurs_with,5m
1m,co_occurs_with,NACA0012翼型
1m,co_occurs_with,NACA2412翼型
1m,co_occurs_with,上机翼
1m,co_occurs_with,下机翼
1m,co_occurs_with,全机
1m,co_occurs_with,单翼状态
1m,co_occurs_with,宽度
1m,co_occurs_with,尾翼
1m,co_occurs_with,展长
1m,co_occurs_with,弦长
1m,co_occurs_with,弯度
1m,co_occurs_with,机翼弯度
1m,co_occurs_with,机身顶部
1m,co_occurs_with,梯形
1m,co_occurs_with,碳纤维
1m,co_occurs_with,翼型
1倍,co_occurs_with,0.3m
1倍,co_occurs_with,1时
1倍,co_occurs_with,上下翼间距
1倍,co_occurs_with,上下翼间距1倍
1倍,co_occurs_with,上下间距
1倍,co_occurs_with,位置
1倍,co_occurs_with,前后间距
1倍,co_occurs_with,单翼状态
1倍,co_occurs_with,双翼
1倍,co_occurs_with,增大
1倍,co_occurs_with,失速攻角
1倍,co_occurs_with,奥斯瓦尔德因子
1倍,co_occurs_with,小幅度
1倍,co_occurs_with,平均弦长
1倍,co_occurs_with,弦长
1倍,co_occurs_with,损失
1倍,co_occurs_with,最大升力系数
1倍,co_occurs_with,机翼
1倍,co_occurs_with,机翼弦长
1倍,co_occurs_with,构型
1倍,co_occurs_with,梢根比
1倍,co_occurs_with,活动机翼
1倍,co_occurs_with,翼尖处
1时,co_occurs_with,平衡
1时,co_occurs_with,设计需求
2%,co_occurs_with,前移
2%,co_occurs_with,机翼弦长
2%,co_occurs_with,气动设计
2%,co_occurs_with,飞机
2.5g,co_occurs_with,要求
2.5g,co_occurs_with,过载
2.5g,co_occurs_with,飞行
20%,co_occurs_with,15%
20%,co_occurs_with,25%
20%,co_occurs_with,RQ-4A
20%,co_occurs_with,副翼弦长
20%,co_occurs_with,升力线斜率
20%,co_occurs_with,变体
20%,co_occurs_with,幅度
20%,co_occurs_with,提升
20%,co_occurs_with,最大升力系数
20%,co_occurs_with,最大起飞重量
20%,co_occurs_with,机翼
20%,co_occurs_with,机翼结构重量
20%,co_occurs_with,航时
20%,co_occurs_with,航程
20%,co_occurs_with,计算
20%,co_occurs_with,起降翼展
20%,co_occurs_with,趋势
20%,co_occurs_with,阻力
20000km,co_occurs_with,20米
20000km,co_occurs_with,RQ-4A
20000km,co_occurs_with,翼展
20000km,co_occurs_with,限制
2000L,co_occurs_with,变体
2000L,co_occurs_with,损失
2000L,co_occurs_with,收益
2000L,co_occurs_with,油箱
2000L,co_occurs_with,航程
2001年,co_occurs_with,双翼布局
2001年,co_occurs_with,收益
2001年,co_occurs_with,气动
2003年,co_occurs_with,NASA
2003年,co_occurs_with,主导
2003年,co_occurs_with,太阳神
2003年,co_occurs_with,高空长航时无人机
2004年,co_occurs_with,DARPA
2004年,co_occurs_with,主导
2004年,co_occurs_with,洛克希德
2004年,co_occurs_with,美国国防部
2008年,co_occurs_with,Kheong
2008年,co_occurs_with,使用
2008年,co_occurs_with,充气式机翼
2008年,co_occurs_with,改变
2011年,co_occurs_with,Mestrinho
2011年,co_occurs_with,变展长
2011年,co_occurs_with,方案
2011年,co_occurs_with,无人机
2015年,co_occurs_with,单-双折叠翼变体飞行器
2015年,co_occurs_with,发展
2015年,co_occurs_with,基础
2015年,co_occurs_with,概念
2015年,co_occurs_with,清华大学陈海昕课题组
2016年,co_occurs_with,Aquila
2016年,co_occurs_with,公司
2016年,co_occurs_with,太阳能无人机
2016年,co_occurs_with,湍流
2019年,co_occurs_with,北苍鹰
2019年,co_occurs_with,飞行
20m,co_occurs_with,单翼布局
20m,co_occurs_with,变体
20m,co_occurs_with,布局
20m,co_occurs_with,折叠翼
20度,co_occurs_with,2000N·m
20度,co_occurs_with,22度
20度,co_occurs_with,作动器
20度,co_occurs_with,偏转
20度,co_occurs_with,克服
20度,co_occurs_with,副翼偏转角
20度,co_occurs_with,范围
20度,co_occurs_with,要求
20度,co_occurs_with,铰链力矩
20度,co_occurs_with,验证机
20秒,co_occurs_with,15秒
20秒,co_occurs_with,机翼
20秒,co_occurs_with,活动机翼
20秒,co_occurs_with,锁定
20米,co_occurs_with,90%
20米,co_occurs_with,RQ-4A
20米,co_occurs_with,原准机
20米,co_occurs_with,变体
20米,co_occurs_with,增重
20米,co_occurs_with,布局
20米,co_occurs_with,机构
20米,co_occurs_with,航程
20米,co_occurs_with,连接翼
21世纪,co_occurs_with,人们
21世纪,co_occurs_with,双翼
21世纪,co_occurs_with,双翼布局
21世纪,co_occurs_with,学科
21世纪,co_occurs_with,控制
21世纪,co_occurs_with,材料
21世纪,co_occurs_with,进步
21世纪,co_occurs_with,雷诺数
22度,co_occurs_with,要求
25%,co_occurs_with,15%
25%,co_occurs_with,9克
25%,co_occurs_with,上机翼
25%,co_occurs_with,位置
25%,co_occurs_with,副翼
25%,co_occurs_with,副翼偏转
25%,co_occurs_with,副翼弦长
25%,co_occurs_with,副翼面积
25%,co_occurs_with,双翼
25%,co_occurs_with,变体包线
25%,co_occurs_with,弦长
25%,co_occurs_with,机翼
25%,co_occurs_with,气动力
25%,co_occurs_with,第三
25%,co_occurs_with,翼展比
25%,co_occurs_with,航程
25%,co_occurs_with,舵机
25%,co_occurs_with,范围
25%,co_occurs_with,驱动
25000N·m,co_occurs_with,偏航扰动力矩
25000N·m,co_occurs_with,变体
25000N·m,co_occurs_with,控制力矩
25000N·m,co_occurs_with,舵面
250m,co_occurs_with,125m
250m,co_occurs_with,抗弯
250m,co_occurs_with,连杆
2kg,co_occurs_with,8%
2kg,co_occurs_with,全机
2kg,co_occurs_with,最大起飞重量
2度,co_occurs_with,6度
2度,co_occurs_with,前后
2度,co_occurs_with,变体
2度,co_occurs_with,变体过程
2度,co_occurs_with,工况
2度,co_occurs_with,改变
2度,co_occurs_with,攻角
2度,co_occurs_with,机翼压力
2度,co_occurs_with,活动机翼
2度,co_occurs_with,计算
2度,co_occurs_with,飞机航向
2秒,co_occurs_with,单翼
2秒,co_occurs_with,变体
2秒,co_occurs_with,时间
2秒,co_occurs_with,机翼
2自由度动力学模型,co_occurs_with,10自由度动力学模型
2自由度动力学模型,co_occurs_with,全机
2自由度动力学模型,co_occurs_with,动力学模型
2自由度动力学模型,co_occurs_with,折叠翼
2节,co_occurs_with,上下机翼间距
2节,co_occurs_with,单-双折叠翼变体飞行器
2节,co_occurs_with,双翼布局
2节,co_occurs_with,双翼构型
2节,co_occurs_with,变体技术
2节,co_occurs_with,平均气动弦长
2节,co_occurs_with,应用场景
2节,co_occurs_with,应用方向
2节,co_occurs_with,开口
2节,co_occurs_with,当上机翼
2节,co_occurs_with,折叠翼
2节,co_occurs_with,机翼
2节,co_occurs_with,气动力
2节,co_occurs_with,节中
2节,co_occurs_with,蒙皮
2节,co_occurs_with,计算结果
2节,co_occurs_with,设计方案
2节,co_occurs_with,起飞
3%,co_occurs_with,5%
3%,co_occurs_with,RQ-4A
3%,co_occurs_with,前移
3%,co_occurs_with,变体
3%,co_occurs_with,最大起飞重量
3%,co_occurs_with,机翼弦长
3%,co_occurs_with,气动中心
3%,co_occurs_with,活动机翼
30%,co_occurs_with,25%
30%,co_occurs_with,一半
30%,co_occurs_with,同时
30%,co_occurs_with,巡航翼展
30%,co_occurs_with,收益
30%,co_occurs_with,航程
30%,co_occurs_with,起降翼展
3000m,co_occurs_with,400km/h
3000m,co_occurs_with,升力系数
3000m,co_occurs_with,变体
3000m,co_occurs_with,机翼
3000m,co_occurs_with,流动
3000m,co_occurs_with,速度
3000m,co_occurs_with,飞行
3000m,co_occurs_with,高度
3200N·m,co_occurs_with,上下机翼间距
3200N·m,co_occurs_with,升力
3200N·m,co_occurs_with,双翼构型
3200N·m,co_occurs_with,平均弦长
3200N·m,co_occurs_with,扭矩
3200N·m,co_occurs_with,活动机翼
3200N·m,co_occurs_with,连杆
3D打印树脂,co_occurs_with,同时
3D打印树脂,co_occurs_with,强度
3D打印树脂,co_occurs_with,结构重量
3km,co_occurs_with,二维
3km,co_occurs_with,参数
3km,co_occurs_with,节中
3km,co_occurs_with,计算
3度,co_occurs_with,2度
3度,co_occurs_with,前后
3度,co_occurs_with,变体
3度,co_occurs_with,变化量
40%,co_occurs_with,5%
40%,co_occurs_with,最大起飞重量
40%,co_occurs_with,重量成本
400km/h,co_occurs_with,3000m
400km/h,co_occurs_with,副翼偏转
400km/h,co_occurs_with,变体
400km/h,co_occurs_with,机身
400km/h,co_occurs_with,活动机翼
400km/h,co_occurs_with,爬升
400km/h,co_occurs_with,速度
400km/h,co_occurs_with,飞机
400km/h,co_occurs_with,飞行
400km/h,co_occurs_with,飞行高度
40m,co_occurs_with,19000m
40m,co_occurs_with,巡航升阻比
40m,co_occurs_with,巡航飞行
40m,co_occurs_with,高度
40度,co_occurs_with,单翼
40度,co_occurs_with,双翼
40度,co_occurs_with,变体
40度,co_occurs_with,活动机翼
40米,co_occurs_with,20米
40米,co_occurs_with,50%
40米,co_occurs_with,航母起降
40米,co_occurs_with,起降翼展
45%,co_occurs_with,位置
45%,co_occurs_with,俯仰力矩系数
45%,co_occurs_with,力矩
45%,co_occurs_with,变体过程
45%,co_occurs_with,弦长
45%,co_occurs_with,扭转
45%,co_occurs_with,机翼
45%,co_occurs_with,活动机翼
45%,co_occurs_with,程度
45%,co_occurs_with,计算
45%,co_occurs_with,连杆
45%,co_occurs_with,重心
45%,co_occurs_with,铰链处
46%,co_occurs_with,位置
46%,co_occurs_with,变体过程
46%,co_occurs_with,机翼
46%,co_occurs_with,机翼展长
4g,co_occurs_with,过载
4吨,co_occurs_with,12吨
4吨,co_occurs_with,MQ-9
4吨,co_occurs_with,RQ-4A
4吨,co_occurs_with,无人机
4度,co_occurs_with,升力
4度,co_occurs_with,攻角
4度,co_occurs_with,机翼
4度,co_occurs_with,阻力
4秒,co_occurs_with,时间
4秒,co_occurs_with,机翼折叠变体
5%,co_occurs_with,RQ-4A
5%,co_occurs_with,升力中心位置
5%,co_occurs_with,变体
5%,co_occurs_with,固定机翼
5%,co_occurs_with,弦长
5%,co_occurs_with,最大起飞重量
5%,co_occurs_with,机身
5%,co_occurs_with,航程
5-8m,co_occurs_with,变形
5-8m,co_occurs_with,小幅度
5-8m,co_occurs_with,锥形孔
5-8m,co_occurs_with,锥形滑块
50%,co_occurs_with,20000N·m
50%,co_occurs_with,20米
50%,co_occurs_with,上下机翼
50%,co_occurs_with,位置
50%,co_occurs_with,前后
50%,co_occurs_with,升力
50%,co_occurs_with,升力面
50%,co_occurs_with,变体
50%,co_occurs_with,同时
50%,co_occurs_with,基础
50%,co_occurs_with,干扰损失
50%,co_occurs_with,机翼展长
50%,co_occurs_with,气动力驱动变体
50%,co_occurs_with,滚转扰动力矩
50%,co_occurs_with,翼展
50%,co_occurs_with,能力
50%,co_occurs_with,航程
50%,co_occurs_with,重量成本
50%起降翼展,co_occurs_with,10%
50%起降翼展,co_occurs_with,RQ-4A
50%起降翼展,co_occurs_with,变体
50%起降翼展,co_occurs_with,变化情况
50%起降翼展,co_occurs_with,增重
50%起降翼展,co_occurs_with,小于
50%起降翼展,co_occurs_with,机构
50%起降翼展,co_occurs_with,航程
50%起降翼展,co_occurs_with,起降翼展
50000N·m,co_occurs_with,俯仰扰动力矩
50000N·m,co_occurs_with,变体
50000N·m,co_occurs_with,控制力矩
50000N·m,co_occurs_with,舵面
57%,co_occurs_with,14%
57%,co_occurs_with,使用
57%,co_occurs_with,厚度
57%,co_occurs_with,翼型
5m,co_occurs_with,20m
5m,co_occurs_with,全机
5m,co_occurs_with,单翼状态
5m,co_occurs_with,展长
5mm计算,co_occurs_with,开口
5mm计算,co_occurs_with,碳纤维
5mm计算,co_occurs_with,纤维复合材料
5mm计算,co_occurs_with,计算
5度,co_occurs_with,45%
5度,co_occurs_with,俯仰力矩
5度,co_occurs_with,偏转
5度,co_occurs_with,公转
5度,co_occurs_with,参考点取
5度,co_occurs_with,情形
5度,co_occurs_with,控制
5度,co_occurs_with,活动机翼
5度,co_occurs_with,自转
5度,co_occurs_with,阻力
600公斤,co_occurs_with,4吨
600公斤,co_occurs_with,MQ-9
600公斤,co_occurs_with,RX-1E电动飞机
600公斤,co_occurs_with,无人机
6m,co_occurs_with,原理验证机
6m,co_occurs_with,原理验证机大范围
6m,co_occurs_with,变体
6m,co_occurs_with,固定机翼
6m,co_occurs_with,大展弦
6m,co_occurs_with,展弦比
6m,co_occurs_with,平直机翼
6m,co_occurs_with,折叠翼
6m,co_occurs_with,气动力驱动变体
6m,co_occurs_with,活动机翼
6m,co_occurs_with,翼展
6m,co_occurs_with,长度
6度,co_occurs_with,分布
6度,co_occurs_with,单翼
6度,co_occurs_with,单翼状态
6度,co_occurs_with,双翼
6度,co_occurs_with,变体
6度,co_occurs_with,变体过程
6度,co_occurs_with,变化量
6度,co_occurs_with,工况
6度,co_occurs_with,攻角
6度,co_occurs_with,机翼压力
6度,co_occurs_with,活动机翼
6度,co_occurs_with,计算
70%弦长处,co_occurs_with,单翼状态
70%弦长处,co_occurs_with,双翼状态
70%弦长处,co_occurs_with,垂尾
70%弦长处,co_occurs_with,容量
70%弦长处,co_occurs_with,尺寸
70%弦长处,co_occurs_with,平尾
70%弦长处,co_occurs_with,类型飞机
7000N·m,co_occurs_with,弯矩
7000N·m,co_occurs_with,活动机翼
7000N·m,co_occurs_with,阻力
70吨,co_occurs_with,波音737
70吨,co_occurs_with,空间
70吨,co_occurs_with,跑道
70年代,co_occurs_with,B-1
70年代,co_occurs_with,F-14
70年代,co_occurs_with,Tu-160
70年代,co_occurs_with,发展
7×10^5,co_occurs_with,副翼铰
7×10^5,co_occurs_with,气动力驱动变体
7×10^5,co_occurs_with,铰链力矩
80000N·m,co_occurs_with,变体
80000N·m,co_occurs_with,控制力矩
80000N·m,co_occurs_with,滚转扰动力矩
80000N·m,co_occurs_with,舵面
800kg,co_occurs_with,20%
800kg,co_occurs_with,副翼面积
800kg,co_occurs_with,活动机翼
80米,co_occurs_with,20秒
80米,co_occurs_with,变体
80米,co_occurs_with,活动机翼
80米,co_occurs_with,锁定
8度,co_occurs_with,副翼
8度,co_occurs_with,卸载
8度,co_occurs_with,基础
8度,co_occurs_with,机翼升力
90%,co_occurs_with,110%
90%,co_occurs_with,布局
900N,co_occurs_with,1150N·m
900N,co_occurs_with,一侧
900N,co_occurs_with,两侧
900N,co_occurs_with,力矩
900N,co_occurs_with,变体过程
900N,co_occurs_with,失效
900N,co_occurs_with,平衡
900N,co_occurs_with,扭转
900N,co_occurs_with,活动机翼
900N,co_occurs_with,阻力
90度,co_occurs_with,俯仰力矩
90度,co_occurs_with,公转
90度,co_occurs_with,弯矩
90度,co_occurs_with,形式
90度,co_occurs_with,扭矩
90度,co_occurs_with,方向
90度,co_occurs_with,气动力
90度,co_occurs_with,活动机翼
90度,co_occurs_with,连杆
9g,co_occurs_with,6m
9g,co_occurs_with,原理验证机大范围
9g,co_occurs_with,翼展
9g,co_occurs_with,舵机
9克,co_occurs_with,舵机
9克,co_occurs_with,驱动
ACADO,co_occurs_with,代价
ACADO,co_occurs_with,使用
ACADO,co_occurs_with,修正
ACADO,co_occurs_with,全球鹰
ACADO,co_occurs_with,分布
ACADO,co_occurs_with,原准机
ACADO,co_occurs_with,参数
ACADO,co_occurs_with,双板层模型法
ACADO,co_occurs_with,变体
ACADO,co_occurs_with,变体飞行器
ACADO,co_occurs_with,同时
ACADO,co_occurs_with,工程梁模型法
ACADO,co_occurs_with,应用
ACADO,co_occurs_with,应用方向
ACADO,co_occurs_with,开发
ACADO,co_occurs_with,形状
ACADO,co_occurs_with,性能
ACADO,co_occurs_with,总体设计
ACADO,co_occurs_with,折叠翼
ACADO,co_occurs_with,支撑翼布局
ACADO,co_occurs_with,无人机
ACADO,co_occurs_with,最大起飞重量
ACADO,co_occurs_with,机翼结构重量
ACADO,co_occurs_with,概念
ACADO,co_occurs_with,模块
ACADO,co_occurs_with,模块化
ACADO,co_occurs_with,模块化设计
ACADO,co_occurs_with,气动
ACADO,co_occurs_with,气动最优展弦比
ACADO,co_occurs_with,结构重量
ACADO,co_occurs_with,自然层流
ACADO,co_occurs_with,计算
ACADO,co_occurs_with,部件级
ACADO,co_occurs_with,重量
ACADO,co_occurs_with,重量结构模块
ACADO,co_occurs_with,飞机
ACADO,co_occurs_with,飞行器
ACADO多学科总体设计平台,co_occurs_with,ACADO
ACADO多学科总体设计平台,co_occurs_with,变体
ACADO多学科总体设计平台,co_occurs_with,大展弦
ACADO多学科总体设计平台,co_occurs_with,折叠翼
ACADO多学科总体设计平台,co_occurs_with,模块化
ACADO多学科总体设计平台,co_occurs_with,气动
ACADO多学科总体设计平台,co_occurs_with,重量
ACADO多学科总体设计平台,co_occurs_with,飞行器
ACADO计,co_occurs_with,其中机身
ACADO计,co_occurs_with,发动机参数
ACADO计,co_occurs_with,展弦比
ACADO计,co_occurs_with,性能参数
ACADO计,co_occurs_with,此时飞机
ACADO计,co_occurs_with,气动性能
ACADO计,co_occurs_with,飞机
Aquila,co_occurs_with,中国航空工业集团公司第一飞机设计研究院
Aquila,co_occurs_with,启明星50
Aquila,co_occurs_with,太阳能无人机
Aquila,co_occurs_with,机翼
Aquila,co_occurs_with,湍流
B-1,co_occurs_with,Tu-160
CFD方法,co_occurs_with,变体过程
CFD方法,co_occurs_with,空气动力学特性
CFD计算,co_occurs_with,15度
CFD计算,co_occurs_with,二者
CFD计算,co_occurs_with,使用
CFD计算,co_occurs_with,升力
CFD计算,co_occurs_with,变体
CFD计算,co_occurs_with,变体过程
CFD计算,co_occurs_with,同时
CFD计算,co_occurs_with,固定机翼
CFD计算,co_occurs_with,定常计算
CFD计算,co_occurs_with,对比
CFD计算,co_occurs_with,机翼
CFD计算,co_occurs_with,比较
CFD计算,co_occurs_with,猜想
CFD计算,co_occurs_with,网格
CFD计算,co_occurs_with,背景网格
CFD计算,co_occurs_with,路径
CFD计算,co_occurs_with,非定
DARPA,co_occurs_with,主导
DARPA,co_occurs_with,公司
DARPA,co_occurs_with,发展
DARPA,co_occurs_with,变体飞行器
DARPA,co_occurs_with,洛克希德
DARPA,co_occurs_with,滑动蒙皮
DARPA,co_occurs_with,美军
DARPA,co_occurs_with,马丁公司
F-14,co_occurs_with,B-1
F-14,co_occurs_with,Tu-160
F-14,co_occurs_with,停放
F-14,co_occurs_with,机翼
F-14,co_occurs_with,航母
F-14,co_occurs_with,舰载
GPS,co_occurs_with,加速度传感器
GPS,co_occurs_with,单翼构型
GPS,co_occurs_with,原理验证机
GPS,co_occurs_with,双翼构型
GPS,co_occurs_with,变体
GPS,co_occurs_with,空速管
GPS,co_occurs_with,角度传感器
Kheong,co_occurs_with,使用
Kheong,co_occurs_with,充气式机翼
Kheong,co_occurs_with,改变
Kheong,co_occurs_with,飞机展长
Laitone,co_occurs_with,双翼布局
Laitone,co_occurs_with,双翼理论
Laitone,co_occurs_with,普朗特
Lesieutre,co_occurs_with,使用
Lesieutre,co_occurs_with,改变
Lesieutre,co_occurs_with,柔性桁架
Lesieutre,co_occurs_with,设计
MQ-9,co_occurs_with,12吨
MQ-9,co_occurs_with,RQ-4A
MQ-9,co_occurs_with,无人机
Mestrinho,co_occurs_with,变展长
Mestrinho,co_occurs_with,方案
